3.610495681456386071e-11 0.000000000000000000e+00 4.694908961845794943e-06
5.205754127731917924e-12 0.000000000000000000e+00 4.560587099159104030e-06
1.056725993188161875e-11 0.000000000000000000e+00 4.110154433095426131e-06
0.000000000000000000e+00 2.408379732389744898e-01 2.007021467217735278e-01
1.350515521064448721e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.588948218317215971e-06
1.392249405577954957e-01 0.000000000000000000e+00 2.858489104192855901e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.617448537760064763e-06
0.000000000000000000e+00 0.000000000000000000e+00 4.801908184052398060e-06
1.442505319215703432e-10 0.000000000000000000e+00 4.405218885464019453e-06
8.355654010650040831e-11 0.000000000000000000e+00 4.372208960060603235e-06
0.000000000000000000e+00 0.000000000000000000e+00 4.511559506437498018e-06
5.562392789071898834e-11 0.000000000000000000e+00 4.322111531456675368e-06
0.000000000000000000e+00 0.000000000000000000e+00 4.909222253707838841e-06
2.278951313537908308e-01 0.000000000000000000e+00 4.703981456475030964e-01
3.106910881169351601e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.372480181330282933e-02 3.525503191460095387e-01
0.000000000000000000e+00 3.361993303439965164e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.717305852754181794e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.982902678212013986e-06
9.286421360068936683e-12 0.000000000000000000e+00 4.067831112707118808e-06
1.574577081813515744e-01 0.000000000000000000e+00 3.264745206888767376e-02
6.695550499606259975e-12 0.000000000000000000e+00 3.778857187238735559e-06
0.000000000000000000e+00 1.998670718090123088e-01 0.000000000000000000e+00
3.142129065888806250e-01 0.000000000000000000e+00 1.595187205786615658e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.613434278511517049e-06
0.000000000000000000e+00 0.000000000000000000e+00 4.057200510725855816e-06
0.000000000000000000e+00 0.000000000000000000e+00 4.660686580584189447e-06
2.302920499106206157e-11 0.000000000000000000e+00 4.430996515166267244e-06
8.788899124805096599e-11 0.000000000000000000e+00 4.418745199717397830e-06
2.177571963026843754e-10 0.000000000000000000e+00 4.715434977359460375e-06
4.220845677851996433e-11 0.000000000000000000e+00 5.198243547849531001e-06
0.000000000000000000e+00 0.000000000000000000e+00 4.061227892454668791e-06
0.000000000000000000e+00 0.000000000000000000e+00 3.828859192434110396e-06
0.000000000000000000e+00 0.000000000000000000e+00 4.359600085802613625e-06
0.000000000000000000e+00 0.000000000000000000e+00 2.627319479288097088e-04
1.800420995416410382e-04 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.515697866042083724e-06
6.535607350477894655e-13 0.000000000000000000e+00 3.958882405553375022e-06
0.000000000000000000e+00 0.000000000000000000e+00 5.274559166689787814e-06
2.786023973929643706e-11 0.000000000000000000e+00 4.529517680471998282e-06
0.000000000000000000e+00 0.000000000000000000e+00 4.841915850896873077e-06
8.104011541574739355e-12 0.000000000000000000e+00 3.949419638721721326e-06
1.375133886477272518e-11 0.000000000000000000e+00 4.321823034149376991e-06
3.157211485663678512e-11 0.000000000000000000e+00 4.119959420165081760e-06
0.000000000000000000e+00 0.000000000000000000e+00 4.413528676923822006e-06
0.000000000000000000e+00 0.000000000000000000e+00 4.691192787375215545e-06
